0 1:-2.1237	2:-2.7127	3:-0.31581	4:-0.40339	
1 1:662.8025	2:764.6862	3:-16.6413	4:-19.1993	
1 1:-0.92133	2:-0.0051073	3:-0.73305	4:-0.0040636	
1 1:-2.9156	2:-4.9898	3:540.2991	4:924.6896	
1 1:-1.5766	2:-1.3178	3:-0.21053	4:-0.17597	
1 1:-1575.0819	2:-2319.1551	3:-1574.966	4:-2318.9844	
1 1:-0.44181	2:-0.75992	3:1274.2352	4:2191.6712	
1 1:1393.4525	2:1640.4574	3:-2.6111	4:-3.074	
1 1:-10.9649	2:-25.087	3:-11.0698	4:-25.3271	
1 1:-1.0212	2:-0.72176	3:-1.7597	4:-1.2437	
1 1:-3.2954	2:-6.6248	3:-2.8877	4:-5.8051	
1 1:599.5269	2:951.2953	3:-1.8412	4:-2.9215	
1 1:-31.0626	2:-0.098355	3:-29.1921	4:-0.092432	
1 1:495.8037	2:577.1197	3:495.3908	4:576.639	
1 1:0.21017	2:0.3	3:0.72928	4:1.0409	
1 1:-78.7877	2:-17.9906	3:-79.4659	4:-18.1454	
1 1:-15.1818	2:-29.2689	3:-15.5703	4:-30.0181	
1 1:0.9708	2:780.9604	3:-0.026473	4:-21.2962	
1 1:-0.56589	2:-0.29255	3:-0.13953	4:-0.072136	
1 1:1.4354	2:0.41903	3:-2577.0439	4:-752.304	
1 1:-1.0002	2:-696.7624	3:-0.99891	4:-695.8531	
1 1:0.82487	2:0.66878	3:1023.5502	4:829.8672	
1 1:-33.802	2:-47.8819	3:-32.3989	4:-45.8942	
1 1:-1482.9819	2:-803.6286	3:-1483.5139	4:-803.9169	
1 1:0.13048	2:0.19528	3:-0.72948	4:-1.0918	
1 1:-70.9509	2:-65.3772	3:-74.8606	4:-68.9798	
1 1:1.8847	2:0.33505	3:3657.3335	4:650.1831	
1 1:-0.12552	2:-0.12877	3:1.0152	4:1.0415	
1 1:2.4852	2:0.69225	3:2.4739	4:0.68909	
1 1:-11.0705	2:-2.2193	3:3296.0247	4:660.7452	
1 1:-701.7633	2:-671.4979	3:-701.3394	4:-671.0923	
1 1:-0.26568	2:-0.1543	3:0.34976	4:0.20313	
1 1:-10.5445	2:-17.0654	3:-10.7382	4:-17.3789	
1 1:-52.8801	2:-38.9044	3:-57.423	4:-42.2466	
1 1:-0.0083183	2:-7.6527	3:0.99211	4:912.7205	
1 1:-0.086687	2:-46.0177	3:-0.086529	4:-45.9337	
1 1:1194.2021	2:3025.7166	3:-6.987	4:-17.7027	
1 1:-0.045212	2:-0.045165	3:-0.047544	4:-0.047495	
1 1:-38.3891	2:-36.8453	3:-36.0159	4:-34.5676	
1 1:-196.7959	2:-94.7363	3:-197.521	4:-95.0854	
1 1:480.7226	2:0.91839	3:-42.187	4:-0.080595	
1 1:-67.353	2:-127.4878	3:-66.5736	4:-126.0125	
1 1:2303.2626	2:1481.983	3:-59.8852	4:-38.5318	
1 1:-0.0075138	2:-6.9211	3:0.99213	4:913.8806	
1 1:0.89618	2:565.8542	3:0.89535	4:565.3331	
1 1:-16.7092	2:-0.068686	3:226.3624	4:0.9305	
1 1:-327.1315	2:-180.6884	3:-328.2195	4:-181.2893	
1 1:-0.047572	2:-26.3952	3:0.93447	4:518.4959	
1 1:-56.3377	2:-189.6861	3:-56.3762	4:-189.8158	
1 1:-76.4758	2:-62.402	3:-78.5974	4:-64.1332	
1 1:-566.5874	2:-1038.1815	3:-566.7595	4:-1038.4969	
1 1:-0.046185	2:-0.046185	3:0.9528	4:0.95279	
1 1:-1.2897	2:-1.6607	3:-0.98403	4:-1.2671	
1 1:1.5761	2:0.69841	3:0.61608	4:0.273	
1 1:-9.5145	2:-25.4111	3:-9.6028	4:-25.6469	
1 1:-2926.8649	2:-5533.1363	3:-2926.4037	4:-5532.2643	
1 1:-112.3007	2:-61.3835	3:-112.7706	4:-61.6404	
1 1:-2.9292	2:-0.71955	3:-3.9243	4:-0.964	
1 1:-0.77029	2:-2.0504	3:-0.61845	4:-1.6462	
1 1:-16.5745	2:-93.8782	3:-16.2017	4:-91.7669	
1 1:-4.0419	2:-1.6181	3:-4.1569	4:-1.6641	
1 1:-6408.3161	2:-1709.5385	3:-6409.4237	4:-1709.834	
1 1:-2.8917	2:-2.6649	3:-3.4748	4:-3.2024	
1 1:0.4836	2:0.9371	3:0.62887	4:1.2186	
1 1:-20.558	2:-16.4271	3:-20.0574	4:-16.027	
1 1:-9.6287	2:-3.3654	3:-9.8832	4:-3.4543	
1 1:-2.1656	2:-0.99875	3:-2.4825	4:-1.1449	
1 1:-1.2486	2:-0.76945	3:0.82443	4:0.50807	
1 1:-0.73256	2:-0.64375	3:0.19107	4:0.16791	
1 1:-2126.4206	2:-2607.4677	3:-2128.2399	4:-2609.6986	
1 1:-3426.1177	2:-1997.138	3:-3425.8576	4:-1996.9864	
1 1:-2247.9989	2:-1853.9889	3:-2248.1862	4:-1854.1434	
1 1:-51.1502	2:-57.8108	3:-42.788	4:-48.3597	
1 1:2.0598	2:1.7843	3:2796.3136	4:2422.3385	
1 1:-19.5904	2:-27.1896	3:-19.6126	4:-27.2205	
1 1:-1474.088	2:-1590.8765	3:-1473.7914	4:-1590.5565	
1 1:-3.2029	2:-2.5692	3:-2.2294	4:-1.7883	
1 1:-12.9606	2:-0.11896	3:-13.4997	4:-0.12391	
1 1:-7.5221	2:-0.03119	3:232.6707	4:0.96476	
1 1:-88.4123	2:-120.4181	3:-88.8471	4:-121.0102	
1 1:1220.0362	2:0.90939	3:-120.8178	4:-0.090055	
1 1:1.3946	2:0.0012689	3:1.3739	4:0.0012501	
1 1:0.27813	2:0.22203	3:0.9847	4:0.78611	
1 1:-5.6237	2:-7.0179	3:-4.8493	4:-6.0516	
1 1:204.2999	2:783.4414	3:204.1873	4:783.0095	
1 1:-21.9858	2:-0.026378	3:810.9969	4:0.97301	
1 1:0.33766	2:0.00052858	3:0.42553	4:0.00066612	
1 1:-43.144	2:-21.3569	3:-41.4619	4:-20.5243	
1 1:-542.5756	2:-405.5264	3:-543.1531	4:-405.9581	
1 1:754.3699	2:0.95834	3:755.1402	4:0.95932	
1 1:0.82111	2:1.2531	3:0.56727	4:0.86572	
1 1:-18.795	2:-34.7139	3:-18.6708	4:-34.4845	
1 1:-21.7508	2:-0.029776	3:707.233	4:0.96819	
1 1:-4.2807	2:-1.6781	3:1447.7023	4:567.5147	
1 1:1.5838	2:0.69224	3:0.91789	4:0.4012	
1 1:-0.018041	2:-0.018067	3:-0.020901	4:-0.020931	
1 1:-3065.8433	2:-571.1264	3:0.064823	4:0.012076	
1 1:-0.014956	2:-9.1265	3:-0.01557	4:-9.5009	
1 1:561.8776	2:560.3067	3:-2.9395	4:-2.9313	
1 1:-19.2847	2:-16.1032	3:-20.4585	4:-17.0833	
1 1:986.554	2:818.5077	3:-34.3596	4:-28.5069	
1 1:-2018.463	2:-630.9551	3:-2019.0093	4:-631.1259	
1 1:0.56478	2:0.69379	3:0.54067	4:0.66417	
1 1:-11.13	2:-11.6767	3:-10.4477	4:-10.9609	
1 1:-918.2119	2:-901.0325	3:-0.2117	4:-0.20774	
1 1:-40.9033	2:-46.4681	3:-40.5043	4:-46.0148	
1 1:-11.0757	2:-2.1011	3:-13.0985	4:-2.4848	
1 1:970.523	2:1064.8399	3:968.8283	4:1062.9805	
1 1:-0.012335	2:-9.8459	3:0.98822	4:788.8131	
1 1:-138.3191	2:-39.964	3:-142.8932	4:-41.2856	
1 1:-55.6309	2:-71.377	3:-54.9443	4:-70.4962	
1 1:-2.5598	2:-2.2262	3:-6.0736	4:-5.282	
1 1:1402.542	2:0.94171	3:1402.4321	4:0.94164	
1 1:-1072.7377	2:-643.3377	3:-1072.5185	4:-643.2063	
1 1:-17.4979	2:-11.4813	3:-17.7083	4:-11.6193	
1 1:-0.43697	2:-0.20777	3:-0.52443	4:-0.24935	
1 1:0.65171	2:0.54716	3:-0.56352	4:-0.47311	
1 1:-1619.523	2:-0.9985	3:-1621.0378	4:-0.99943	
1 1:-0.23322	2:-0.00030822	3:-0.49312	4:-0.00065168	
1 1:0.33206	2:0.00026025	3:1.8118	4:0.00142	
1 1:0.20818	2:0.14176	3:0.62912	4:0.42841	
1 1:-43.3205	2:-74.0552	3:662.9164	4:1133.2374	
1 1:-27.9909	2:-18.9725	3:-19.9002	4:-13.4886	
1 1:-99.753	2:-0.13214	3:-102.1839	4:-0.13536	
1 1:1381.7965	2:0.97031	3:-42.8245	4:-0.030072	
1 1:-0.99868	2:-782.4311	3:-0.0002734	4:-0.2142	
1 1:-37.2345	2:-54.355	3:-35.2912	4:-51.5181	
1 1:-89.7835	2:-69.8213	3:-93.9505	4:-73.0618	
1 1:741.761	2:471.2739	3:741.3777	4:471.0303	
1 1:-45.1306	2:-52.444	3:-44.7372	4:-51.9867	
1 1:-0.30701	2:-0.4282	3:1.0833	4:1.5109	
1 1:1219.8642	2:919.4804	3:-1.2053	4:-0.90853	
1 1:-20.0916	2:-15.0289	3:821.6762	4:614.6285	
1 1:-24.9424	2:-44.2536	3:-25.5879	4:-45.3989	
1 1:1992.5869	2:825.9708	3:-4.8761	4:-2.0212	
1 1:-15.3623	2:-21.196	3:-15.6346	4:-21.5716	
1 1:0.99105	2:651.5191	3:0.99025	4:650.9887	
1 1:-8.1949	2:-9.736	3:767.0538	4:911.3089	
1 1:-40.3293	2:-49.0106	3:-40.5758	4:-49.3103	
1 1:-11.9815	2:-16.7594	3:-15.9152	4:-22.2617	
1 1:-6.2077	2:-22.9432	3:-5.226	4:-19.3151	
1 1:-8.561	2:-47.2965	3:189.7703	4:1048.419	
1 1:-654.315	2:-2229.0081	3:-654.4136	4:-2229.3441	
1 1:-30.6152	2:-47.8296	3:564.4853	4:881.8848	
1 1:-225.2336	2:-141.6297	3:-223.8935	4:-140.787	
1 1:-37.5428	2:-29.4228	3:-37.0111	4:-29.0062	
1 1:-93.2145	2:-45.8341	3:-92.1849	4:-45.3279	
1 1:-1248.6558	2:-1340.8492	3:-1247.9051	4:-1340.043	
1 1:-48.5773	2:-13.4544	3:-48.1205	4:-13.3279	
1 1:934.8367	2:809.2216	3:-20.9154	4:-18.105	
1 1:-29.0132	2:-45.7653	3:792.3036	4:1249.7792	
1 1:-74.3239	2:-72.152	3:-74.4151	4:-72.2404	
1 1:-84.6609	2:-36.8139	3:-82.2957	4:-35.7854	
1 1:-104.2564	2:-38.2183	3:-106.4457	4:-39.0208	
1 1:-34.9051	2:-0.060929	3:-38.9728	4:-0.068029	
1 1:-65.9528	2:-37.596	3:-63.761	4:-36.3465	
1 1:1068.5538	2:0.98083	3:-20.2092	4:-0.01855	
1 1:863.084	2:591.49	3:863.0499	4:591.4666	
1 1:-555.5236	2:-105.5443	3:-563.2098	4:-107.0046	
1 1:-78.224	2:-110.4114	3:641.1654	4:904.9909	
1 1:-7.1221	2:-11.1989	3:-14.2647	4:-22.4302	
1 1:876.325	2:1193.6536	3:-19.0017	4:-25.8824	
1 1:0.9286	2:859.573	3:0.92764	4:858.679	
1 1:-0.041975	2:-0.041948	3:-0.05646	4:-0.056424	
1 1:-67.6712	2:-0.097464	3:625.7638	4:0.90126	
1 1:-0.20194	2:-0.11294	3:0.071466	4:0.039971	
1 1:1235.3099	2:822.2657	3:-0.87757	4:-0.58414	
1 1:-5.5685	2:-9.2364	3:-5.1903	4:-8.6092	
1 1:-1.7088	2:-2.2884	3:-1.757	4:-2.353	
1 1:-0.0128	2:-13.7387	3:-0.01057	4:-11.3451	
1 1:862.0224	2:607.6688	3:863.0837	4:608.417	
1 1:-0.00058351	2:-0.64082	3:-0.00063091	4:-0.69288	
1 1:-20.1244	2:-31.7959	3:-21.2577	4:-33.5865	
1 1:-0.033691	2:-30.2961	3:-0.033366	4:-30.0037	
1 1:-18.7049	2:-38.8593	3:-18.5841	4:-38.6084	
1 1:-146.5035	2:-152.0331	3:-146.141	4:-151.6569	
1 1:-7.6628	2:-15.6545	3:509.0212	4:1039.8889	
1 1:-1712.534	2:-918.3439	3:-1712.0199	4:-918.0682	
1 1:-64.2996	2:-16.7471	3:3463.2941	4:902.0284	
1 1:-34.9366	2:-33.3802	3:-33.7085	4:-32.2068	
1 1:-59.771	2:-45.8357	3:-65.3796	4:-50.1367	
1 1:-25.9877	2:-36.5667	3:-27.0519	4:-38.0642	
1 1:-28.1205	2:-0.11767	3:210.5593	4:0.88105	
1 1:-15.2804	2:-17.574	3:-15.135	4:-17.4068	
1 1:-17.1293	2:-34.2671	3:-17.2834	4:-34.5755	
1 1:-14.6112	2:-35.9655	3:-15.0435	4:-37.0297	
1 1:-11.2356	2:-14.728	3:507.9965	4:665.8993	
1 1:-49.5897	2:-60.0598	3:-48.4833	4:-58.7199	
1 1:-7.9169	2:-9.9791	3:-8.7617	4:-11.044	
1 1:-0.051276	2:-36.2652	3:0.9478	4:670.3307	
1 1:260.1068	2:122.1745	3:-21.8875	4:-10.2808	
1 1:-65.851	2:-20.8784	3:-61.1712	4:-19.3947	
1 1:580.291	2:720.2158	3:579.7734	4:719.5733	
1 1:-38.522	2:-0.052616	3:-45.1386	4:-0.061654	
1 1:-7.333	2:-37.2014	3:-8.5105	4:-43.1754	
1 1:-8.356	2:-10.0014	3:-9.78	4:-11.7058	
1 1:-13.9761	2:-33.793	3:-13.6795	4:-33.0758	
1 1:-65.7684	2:-56.9972	3:-65.6393	4:-56.8853	
1 1:0.99404	2:0.99431	3:-0.0064598	4:-0.0064615	
1 1:0.96107	2:240.5729	3:0.96068	4:240.474	
1 1:0.89895	2:341.7275	3:0.89788	4:341.319	
1 1:-1.8612	2:-3.48	3:-3.259	4:-6.0937	
1 1:-12.7297	2:-42.2991	3:-12.5875	4:-41.8265	
1 1:-5.498	2:-9.9633	3:-5.6065	4:-10.16	
1 1:-3.8887	2:-24.0144	3:-3.5374	4:-21.8448	
1 1:-0.008571	2:-6.8371	3:-0.0088498	4:-7.0595	
1 1:-11.4273	2:-32.986	3:-13.157	4:-37.9788	
1 1:-6.2919	2:-17.256	3:-7.5938	4:-20.8266	
1 1:0.97853	2:1657.6728	3:-0.020245	4:-34.2967	
1 1:-4.9746	2:-10.9385	3:241.8113	4:531.7142	
1 1:-54.9894	2:-72.2764	3:-51.0532	4:-67.1028	
1 1:-223.6856	2:-340.5362	3:-221.7906	4:-337.6514	
1 1:0.66262	2:0.66046	3:2.1529	4:2.1459	
1 1:-15.4702	2:-13.5711	3:-17.4033	4:-15.2668	
1 1:-11.1807	2:-4.1001	3:-11.6976	4:-4.2897	
1 1:581.6682	2:1437.2923	3:-16.9771	4:-41.9502	
1 1:808.0126	2:224.252	3:-44.6341	4:-12.3875	
1 1:-0.060167	2:-42.2925	3:-0.063229	4:-44.4445	
1 1:679.9378	2:767.2891	3:680.0285	4:767.3915	
1 1:-32.3893	2:-142.0186	3:-32.2834	4:-141.5547	
1 1:-38.8625	2:-13.4676	3:-48.1418	4:-16.6833	
1 1:0.2142	2:0.12788	3:-0.38199	4:-0.22805	
1 1:728.0494	2:1386.5703	3:-2.9492	4:-5.6168	
1 1:-23.482	2:-26.4127	3:441.101	4:496.1544	
1 1:56.8366	2:0.85719	3:-8.8417	4:-0.13335	
1 1:-14.0353	2:-42.3463	3:-13.7758	4:-41.5635	
1 1:-17.3603	2:-17.9647	3:-19.519	4:-20.1986	
1 1:231.8785	2:817.7733	3:-10.7591	4:-37.9446	
1 1:-23.8201	2:-17.0028	3:-22.7796	4:-16.2601	
1 1:745.8973	2:525.3043	3:746.9535	4:526.0482	
1 1:0.73129	2:0.46851	3:1024.8094	4:656.5589	
1 1:-16.1162	2:-20.4272	3:-15.1964	4:-19.2613	
1 1:-19.5185	2:-51.4466	3:-19.4479	4:-51.2605	
1 1:-72.869	2:-69.053	3:-73.5046	4:-69.6554	
1 1:-25.6494	2:-47.4524	3:-25.0781	4:-46.3954	
1 1:-182.1645	2:-43.309	3:-204.7663	4:-48.6825	
1 1:0.96593	2:704.8609	3:-0.031932	4:-23.3019	
1 1:-13.7017	2:-10.2714	3:843.9109	4:632.6331	
1 1:-3749.305	2:-9526.6432	3:-3748.9088	4:-9525.6364	
1 1:-2.5346	2:-0.87499	3:-2.9616	4:-1.0224	
1 1:-33.9522	2:-0.15597	3:181.8218	4:0.83527	
1 1:-0.060119	2:-9.4703e-05	3:-0.19609	4:-0.00030889	
1 1:-8.317	2:-4.691	3:-8.1002	4:-4.5687	
1 1:-0.0035862	2:-2.9389	3:-0.0025902	4:-2.1227	
1 1:-8.8639	2:-3.2973	3:-10.4694	4:-3.8946	
1 1:0.46745	2:0.44289	3:-0.013328	4:-0.012627	
1 1:1.1956	2:0.35213	3:0.61763	4:0.1819	
1 1:536.3874	2:633.4586	3:-42.3622	4:-50.0286	
1 1:-2098.2598	2:-542.7271	3:-2093.0157	4:-541.3707	
1 1:-6.3174	2:-7.789	3:-6.7231	4:-8.2893	
1 1:-0.66	2:-0.58447	3:0.43171	4:0.3823	
1 1:-0.039324	2:-42.952	3:-0.036297	4:-39.6453	
1 1:-0.19753	2:-0.1976	3:-0.19316	4:-0.19323	
1 1:-59.9502	2:-0.071346	3:-60.5849	4:-0.072101	
1 1:-2933.2193	2:-6780.1032	3:-2933.0721	4:-6779.7629	
1 1:-0.05641	2:-0.08767	3:0.80013	4:1.2435	
1 1:-32.1426	2:-34.2632	3:-33.6387	4:-35.858	
1 1:732.0195	2:551.9233	3:1.2144	4:0.91562	
1 1:-0.075419	2:-49.525	3:-0.081967	4:-53.825	
1 1:1.2153	2:0.39169	3:3079.6223	4:992.5723	
1 1:0.55523	2:0.63717	3:-0.10502	4:-0.12052	
1 1:-14.4879	2:-50.3911	3:-14.0332	4:-48.8099	
1 1:1.0799	2:0.10361	3:-0.50355	4:-0.048311	
1 1:608.621	2:0.99849	3:608.9772	4:0.99908	
1 1:-12.1903	2:-27.4227	3:-12.5583	4:-28.2505	
1 1:-5287.0129	2:-5252.2191	3:-5288.6107	4:-5253.8063	
1 1:1.0929	2:0.70868	3:0.82932	4:0.53776	
1 1:-2.7656	2:-2.3301	3:-3.8654	4:-3.2566	
1 1:-0.46453	2:-0.24228	3:-9.9323	4:-5.1803	
1 1:-73.6648	2:-44.5426	3:1331.0887	4:804.8648	
1 1:-130.5259	2:-0.071744	3:-133.0816	4:-0.073149	
1 1:-13.8525	2:-0.072198	3:177.6319	4:0.9258	
1 1:-1.0725	2:-1.1361	3:0.034363	4:0.0364	
1 1:-1.4058	2:-0.78988	3:-0.006049	4:-0.0033987	
1 1:-0.097145	2:-52.3172	3:-0.10209	4:-54.9777	
1 1:-1245.4483	2:-651.3051	3:-1244.5102	4:-650.8145	
1 1:-2119.1244	2:-755.9752	3:-2118.6008	4:-755.7884	
1 1:-5.303	2:-6.9105	3:-11.405	4:-14.8623	
1 1:-23.1774	2:-18.5729	3:-23.4987	4:-18.8304	
1 1:-3.8025	2:-1.0365	3:-3.6222	4:-0.98735	
1 1:-5.7404	2:-2.9682	3:-5.6795	4:-2.9367	
1 1:0.39694	2:0.23924	3:898.4982	4:541.5315	
1 1:0.43563	2:0.34222	3:0.45518	4:0.35758	
1 1:-1276.0771	2:-616.966	3:-1277.5379	4:-617.6723	
1 1:-0.71018	2:-0.42892	3:1.4559	4:0.8793	
1 1:-22.9272	2:-0.031506	3:-23.0666	4:-0.031697	
1 1:525.2861	2:1220.2728	3:524.899	4:1219.3735	
1 1:-45.8463	2:-71.9725	3:-45.5468	4:-71.5022	
1 1:-0.018071	2:-19.8419	3:-0.018819	4:-20.6636	
1 1:-255.7843	2:-148.1566	3:-255.9748	4:-148.267	
1 1:-4.765	2:-1.2172	3:-5.6733	4:-1.4492	
1 1:-41.9093	2:-39.9606	3:-40.0014	4:-38.1414	
1 1:2400.2873	2:587.5954	3:-51.363	4:-12.5738	
1 1:-1.399	2:-0.00041431	3:-1.1183	4:-0.00033117	
1 1:895.1465	2:1334.166	3:-10.2206	4:-15.2333	
1 1:-0.72367	2:-0.00047375	3:0.53589	4:0.00035082	
1 1:-8.0395	2:-6.6477	3:-7.4481	4:-6.1586	
1 1:2027.6903	2:0.98433	3:-31.4652	4:-0.015275	
1 1:-14.074	2:-9.6289	3:-14.4565	4:-9.8906	
1 1:-42.1203	2:-80.339	3:-42.478	4:-81.0214	
1 1:-65.8327	2:-29.1772	3:-65.66	4:-29.1006	
1 1:0.75926	2:0.53934	3:0.48022	4:0.34113	
1 1:-98.7815	2:-67.4393	3:-96.2239	4:-65.6932	
1 1:-17.4868	2:-16.7181	3:-17.4384	4:-16.6718	
1 1:1506.381	2:2626.1203	3:1508.523	4:2629.8545	
1 1:-109.4803	2:-159.2989	3:-110.1321	4:-160.2472	
1 1:-1.497	2:-1.4245	3:-1.3426	4:-1.2776	
1 1:0.040034	2:0.069965	3:-0.17125	4:-0.29929	
1 1:-22.9273	2:-45.3404	3:-22.4961	4:-44.4876	
1 1:1698.2792	2:1285.5511	3:-1.1867	4:-0.89827	
1 1:-5.983	2:-12.6958	3:-5.6667	4:-12.0246	
1 1:-37.0955	2:-27.0063	3:-36.621	4:-26.6609	
1 1:-54.501	2:-74.4435	3:-54.6232	4:-74.6104	
1 1:3371.9619	2:888.1305	3:-44.4115	4:-11.6974	
1 1:-52.2051	2:-29.1611	3:-52.4747	4:-29.3117	
1 1:1542.4971	2:0.98677	3:-18.4677	4:-0.011814	
1 1:-46.5275	2:-20.4231	3:-47.2185	4:-20.7264	
1 1:-1.1477	2:-0.93644	3:-1.2617	4:-1.0294	
1 1:0.02552	2:0.033906	3:-0.2168	4:-0.28805	
1 1:-0.095574	2:-116.0415	3:0.90257	4:1095.8605	
1 1:-59.1244	2:-59.6035	3:-60.0983	4:-60.5854	
1 1:-114.2072	2:-42.6544	3:-114.5661	4:-42.7885	
1 1:-1.5119	2:-0.38644	3:-3696.3187	4:-944.7606	
1 1:-37.0801	2:-8.107	3:3054.014	4:667.7151	
1 1:-81.9875	2:-144.884	3:-82.0835	4:-145.0535	
1 1:-0.0050913	2:-5.6801	3:-0.0042858	4:-4.7815	
1 1:-15.3642	2:-32.2005	3:-15.27	4:-32.0031	
1 1:-124.2454	2:-87.294	3:-128.7378	4:-90.4503	
1 1:-1.4886	2:-0.00070313	3:-0.62301	4:-0.00029427	
1 1:-803.785	2:-1328.7826	3:-803.4742	4:-1328.2687	
1 1:1.9796	2:0.5558	3:0.53133	4:0.14918	
1 1:-1.0622	2:-0.78353	3:-0.92017	4:-0.67874	
1 1:-0.025684	2:-6.5527	3:-0.025411	4:-6.483	
1 1:0.89547	2:0.89678	3:-0.10235	4:-0.1025	
1 1:-27.9423	2:-29.8251	3:-29.6928	4:-31.6935	
1 1:-434.6354	2:-167.0052	3:-431.6949	4:-165.8754	
1 1:-3.213	2:-6.9137	3:-3.3768	4:-7.2661	
1 1:-29.9967	2:-34.3998	3:1187.3373	4:1361.6226	
1 1:-1770.432	2:-1173.9584	3:-1770.1845	4:-1173.7943	
1 1:-0.55355	2:-0.00073953	3:0.18049	4:0.00024114	
1 1:-0.71091	2:-0.69054	3:0.88015	4:0.85494	
1 1:-4.8163	2:-7.5545	3:607.5558	4:952.9705	
1 1:0.86008	2:0.86018	3:-0.13452	4:-0.13454	
1 1:483.9192	2:762.7736	3:483.723	4:762.4644	
1 1:-0.041573	2:-0.041604	3:0.95406	4:0.95478	
1 1:-30.7336	2:-37.4087	3:-30.8455	4:-37.545	
1 1:-13.5237	2:-10.6643	3:-12.2535	4:-9.6627	
1 1:-131.9812	2:-124.6657	3:-131.4634	4:-124.1766	
1 1:-8.8182	2:-80.2135	3:-8.7694	4:-79.7693	
1 1:-31.6284	2:-49.5058	3:-31.1741	4:-48.7947	
1 1:-133.7508	2:-154.5614	3:-139.3558	4:-161.0385	
1 1:-111.3981	2:-103.5796	3:-114.2719	4:-106.2517	
1 1:-87.6358	2:-0.087198	3:-87.5865	4:-0.087149	
1 1:-0.081871	2:-0.081838	3:-0.076553	4:-0.076523	
1 1:-4.4726	2:-0.0029193	3:-2.3758	4:-0.0015507	
1 1:981.7996	2:736.2064	3:-105.0928	4:-78.8043	
1 1:-0.00088437	2:-0.49197	3:-0.00081334	4:-0.45246	
1 1:-20.4837	2:-51.9501	3:-20.0745	4:-50.9121	
1 1:-0.0005225	2:-0.00052211	3:-0.00075696	4:-0.00075641	
1 1:-25.9525	2:-34.6009	3:-23.5973	4:-31.4609	
1 1:2.5076	2:0.4597	3:-0.74743	4:-0.13702	
1 1:6064.2953	2:0.99338	3:-43.4182	4:-0.0071122	
1 1:-15.4851	2:-2.0827	3:-15.6756	4:-2.1083	
1 1:1.4357	2:0.43536	3:1.2861	4:0.39002	
1 1:-62.0303	2:-0.035418	3:-61.8775	4:-0.035331	
1 1:-0.55854	2:-0.00064782	3:-0.041171	4:-4.7752e-05	
1 1:0.97043	2:0.96971	3:-0.028332	4:-0.028311	
1 1:-79.5785	2:-108.7456	3:-80.5354	4:-110.0533	
1 1:-0.04435	2:-10.618	3:-0.043406	4:-10.3919	
1 1:-65.2919	2:-0.10033	3:-66.1053	4:-0.10158	
1 1:-0.99827	2:-954.5187	3:-0.99685	4:-953.1632	
1 1:-0.017139	2:-0.017144	3:0.97706	4:0.97737	
1 1:-28.1121	2:-0.023028	3:1192.2048	4:0.97661	
1 1:796.2194	2:0.88089	3:-107.1046	4:-0.11849	
1 1:-9.8305	2:-0.0091559	3:1064.6594	4:0.9916	
1 1:555.1786	2:0.98512	3:555.5683	4:0.98582	
1 1:-1335.2607	2:-895.0973	3:-1326.9901	4:-889.5531	
1 1:-18.9682	2:-0.015186	3:1228.0701	4:0.98318	
1 1:-5.7813	2:-2.214	3:1494.1533	4:572.1995	
1 1:0.16633	2:0.00018835	3:0.44067	4:0.000499	
1 1:-4.4125	2:-3.623	3:-4.4351	4:-3.6416	
1 1:-2.2972	2:-1.4583	3:-1.2295	4:-0.7805	
1 1:593.1665	2:0.99913	3:-0.021584	4:-3.6357e-05	
1 1:-1106.1262	2:-742.8875	3:-1110.0992	4:-745.5558	
1 1:1001.2661	2:1095.1512	3:-2.5193	4:-2.7556	
1 1:0.042318	2:0.035501	3:0.54232	4:0.45495	
1 1:-12.5891	2:-2.3924	3:-13.4913	4:-2.5639	
1 1:-4.2704	2:-0.0058218	3:-4.4072	4:-0.0060083	
1 1:-2.1714	2:-4.0041	3:-1.3541	4:-2.497	
1 1:-10.6242	2:-14.1407	3:-10.3388	4:-13.7608	
1 1:-0.8627	2:-0.22851	3:-0.75099	4:-0.19892	
1 1:-550.1267	2:-699.4899	3:-550.2196	4:-699.608	
1 1:-0.0026538	2:-1.6031	3:0.99814	4:602.967	
1 1:-7.7631	2:-5.7592	3:711.796	4:528.0525	
1 1:573.7415	2:883.0638	3:-18.783	4:-28.9095	
1 1:0.33635	2:0.28843	3:-0.61107	4:-0.52402	
1 1:-1.1627	2:-0.71812	3:970.544	4:599.4383	
1 1:-1375.4893	2:-2332.9922	3:-1374.5694	4:-2331.4319	
1 1:-6.8893	2:-3.9493	3:-7.8817	4:-4.5182	
1 1:-0.016234	2:-0.016242	3:-0.017806	4:-0.017815	
1 1:-28.0873	2:-0.041952	3:-28.0831	4:-0.041946	
1 1:752.6037	2:630.982	3:-2.0619	4:-1.7287	
1 1:0.95353	2:0.95382	3:0.95349	4:0.95379	
1 1:615.5019	2:0.93025	3:-42.9591	4:-0.064927	
1 1:-0.99927	2:-557.1304	3:-0.99969	4:-557.3626	
1 1:-29.3475	2:-20.7374	3:-28.453	4:-20.1053	
1 1:-0.0082344	2:-0.0082416	3:-0.0077469	4:-0.0077536	
1 1:-241.8278	2:-542.2275	3:-241.8471	4:-542.2709	
1 1:-105.9981	2:-51.0224	3:-106.2198	4:-51.1291	
1 1:-0.007774	2:-4.8434	3:-0.0074765	4:-4.658	
